nome_propriedade,tipo,endereco,cidade,estado,cep,condado,lat,lon,status,avaliacao_media,total_avaliacoes,nome_proprietario,tipo_proprietario,endereco_correspondencia,cidade_correspondencia,estado_correspondencia,cep_correspondencia
Longacre Mobile Home Park,rv_park,"4701 Madison Ave, Indianapolis, IN 46227, USA",Indianapolis,IN,46227,Marion County,39.6972401,-86.1316751,OPERATIONAL,3.2,326,Longacre Mobile Home Park,business,"4701 Madison Ave, Indianapolis, IN 46227, USA",Indianapolis,IN,46227
Madison Mobile Home Community,rv_park,"4403 Madison Ave, Indianapolis, IN 46227, USA",Indianapolis,IN,46227,Marion County,39.6992029,-86.1373767,OPERATIONAL,3.0,85,Madison Mobile Home Community,business,"4403 Madison Ave, Indianapolis, IN 46227, USA",Indianapolis,IN,46227
Maplewood Manufactured Home Community,rv_park,"12451 Pendleton Pike, Indianapolis, IN 46236, USA",Indianapolis,IN,46236,Marion County,39.8826586,-85.9455149,OPERATIONAL,3.2,143,Maplewood Manufactured Home Community,business,"12451 Pendleton Pike, Indianapolis, IN 46236, USA",Indianapolis,IN,46236
Marion County Fairgrounds,campground,"7300 E Troy Ave, Indianapolis, IN 46239, USA",Indianapolis,IN,46239,Marion County,39.7288298,-86.0374841,OPERATIONAL,4.1,1425,Marion County Fairgrounds,business,"7300 E Troy Ave, Indianapolis, IN 46239, USA",Indianapolis,IN,46239
Mariwood,,"9231 Mariwood Pkwy, Indianapolis, IN 46234, USA",Indianapolis,IN,46234,Marion County,39.7742916,-86.3264456,OPERATIONAL,3.6,276,Mariwood,business,"9231 Mariwood Pkwy, Indianapolis, IN 46234, USA",Indianapolis,IN,46234
Parkwood MH,rv_park,"9300 Pendleton Pike, Indianapolis, IN 46236, USA",Indianapolis,IN,46236,Marion County,39.8479908,-86.0052235,OPERATIONAL,4.0,228,Parkwood MH,business,"9300 Pendleton Pike, Indianapolis, IN 46236, USA",Indianapolis,IN,46236
Pondarosa Community,rv_park,"3559 Cossell Rd, Indianapolis, IN 46222, USA",Indianapolis,IN,46222,Marion County,39.7677945,-86.2182264,OPERATIONAL,3.1,141,Pondarosa Community,business,"3559 Cossell Rd, Indianapolis, IN 46222, USA",Indianapolis,IN,46222
Quail Creek Mobile Home Park,rv_park,"10136 Hickory Leaf Rd, Indianapolis, IN 46235, USA",Indianapolis,IN,46235,Marion County,39.8509712,-85.9869842,OPERATIONAL,3.9,218,Quail Creek Mobile Home Park,business,"10136 Hickory Leaf Rd, Indianapolis, IN 46235, USA",Indianapolis,IN,46235
Raceview Family Campground,campground,"3380 N County Road 1000 East, Indianapolis, IN 46234, USA",Indianapolis,IN,46234,Hendricks County,39.8114139,-86.3460572,OPERATIONAL,4.5,293,Raceview Family Campground,business,"3380 N County Road 1000 East, Indianapolis, IN 46234, USA",Indianapolis,IN,46234
Silverstone,rv_park,"7441 Chinook Cir, Indianapolis, IN 46219, USA",Indianapolis,IN,46219,Marion County,39.7679256,-86.0363958,OPERATIONAL,3.6,215,Silverstone,business,"7441 Chinook Cir, Indianapolis, IN 46219, USA",Indianapolis,IN,46219
Skyway Manufactured Home Community,rv_park,"2952 Skyline Dr, Indianapolis, IN 46241, USA",Indianapolis,IN,46241,Marion County,39.7209808,-86.2426728,OPERATIONAL,3.3,250,Skyway Manufactured Home Community,business,"2952 Skyline Dr, Indianapolis, IN 46241, USA",Indianapolis,IN,46241
Southtown Mobile Home Community,rv_park,"5217 Madison Ave, Indianapolis, IN 46227, USA",Indianapolis,IN,46227,Marion County,39.6901994,-86.1337340,OPERATIONAL,4.3,15,Southtown Mobile Home Community,business,"5217 Madison Ave, Indianapolis, IN 46227, USA",Indianapolis,IN,46227
Spring Valley Mobile Home Park,rv_park,"8820 Pendleton Pike, Indianapolis, IN 46226, USA",Indianapolis,IN,46226,Marion County,39.8438698,-86.0120731,OPERATIONAL,3.5,63,Spring Valley Mobile Home Park,business,"8820 Pendleton Pike, Indianapolis, IN 46226, USA",Indianapolis,IN,46226
Valleybrook,,"4620 S High School Rd, Indianapolis, IN 46241, USA",Indianapolis,IN,46241,Marion County,39.6965133,-86.2696256,OPERATIONAL,3.3,467,Valleybrook,business,"4620 S High School Rd, Indianapolis, IN 46241, USA",Indianapolis,IN,46241
West Glen Village Manufactured Home Community,rv_park,"1207 Rushmore Blvd E, Indianapolis, IN 46234, USA",Indianapolis,IN,46234,Marion County,39.7816660,-86.3215059,OPERATIONAL,3.2,477,West Glen Village Manufactured Home Community,business,"1207 Rushmore Blvd E, Indianapolis, IN 46234, USA",Indianapolis,IN,46234
Wilcox Mobile Home Park,rv_park,"1826 Georgetown Rd, Indianapolis, IN 46224, USA",Indianapolis,IN,46224,Marion County,39.7905845,-86.2416534,OPERATIONAL,3.6,45,Wilcox Mobile Home Park,business,"1826 Georgetown Rd, Indianapolis, IN 46224, USA",Indianapolis,IN,46224
Windsong MHC,rv_park,"3050 S Lynhurst Dr, Indianapolis, IN 46241, USA",Indianapolis,IN,46241,Marion County,39.7191754,-86.2524273,OPERATIONAL,3.6,355,Windsong MHC,business,"3050 S Lynhurst Dr, Indianapolis, IN 46241, USA",Indianapolis,IN,46241
Campground,campground,"Park Rd, Jasonville, IN 47438, USA",Jasonville,IN,47438,Greene County,39.1625980,-87.2321380,OPERATIONAL,4.4,10,Campground,business,"Park Rd, Jasonville, IN 47438, USA",Jasonville,IN,47438
Maple Grove MHC,rv_park,"3828 N Portersville Rd, Jasper, IN 47546, USA",Jasper,IN,47546,Dubois County,38.4351855,-86.9501558,OPERATIONAL,4.9,7,Maple Grove MHC,business,"3828 N Portersville Rd, Jasper, IN 47546, USA",Jasper,IN,47546
Mobile Home Convenient Park,rv_park,"1534 Plank Rd unit 12, Jeffersonville, IN 47130, USA",Jeffersonville,IN,47130,Clark County,38.2947555,-85.7282123,OPERATIONAL,3.6,71,Mobile Home Convenient Park,business,"1534 Plank Rd unit 12, Jeffersonville, IN 47130, USA",Jeffersonville,IN,47130
Sherwood Heights,rv_park,"2009 Hamburg Pike Apt. 126, Jeffersonville, IN 47130, USA",Jeffersonville,IN,47130,Clark County,38.2950355,-85.7485371,OPERATIONAL,3.0,161,Sherwood Heights,business,"2009 Hamburg Pike Apt. 126, Jeffersonville, IN 47130, USA",Jeffersonville,IN,47130
Sunset Park A Manufacture Home Community,rv_park,"2323 Charlestown Pike, Jeffersonville, IN 47130, USA",Jeffersonville,IN,47130,Clark County,38.3249239,-85.7313462,OPERATIONAL,4.1,82,Sunset Park A Manufacture Home Community,business,"2323 Charlestown Pike, Jeffersonville, IN 47130, USA",Jeffersonville,IN,47130
Virginia Village,rv_park,"1200 S 4th Ave, Jonesboro, IN 46938, USA",Jonesboro,IN,46938,Grant County,40.4738269,-85.6390610,OPERATIONAL,4.7,7,Virginia Village,business,"1200 S 4th Ave, Jonesboro, IN 46938, USA",Jonesboro,IN,46938
Maple Grove Colonial Sales,rv_park,"1713 Maple Grove Blvd # 60, Kendallville, IN 46755, USA",Kendallville,IN,46755,Noble County,41.4217891,-85.2592348,OPERATIONAL,3.1,85,Maple Grove Colonial Sales,business,"1713 Maple Grove Blvd # 60, Kendallville, IN 46755, USA",Kendallville,IN,46755
Jellystone Park™ Indianapolis East,rv_park,"5964 IN-109, Knightstown, IN 46148, USA",Knightstown,IN,46148,Henry County,39.8472529,-85.5552146,OPERATIONAL,4.3,448,Jellystone Park™ Indianapolis East,business,"5964 IN-109, Knightstown, IN 46148, USA",Knightstown,IN,46148
Bass Lake Beach & Campground,campground,"5837 IN-10, Knox, IN 46534, USA",Knox,IN,46534,Starke County,41.2199697,-86.5787407,OPERATIONAL,4.5,114,Bass Lake Beach & Campground,business,"5837 IN-10, Knox, IN 46534, USA",Knox,IN,46534
Hickory Hills Campground,campground,"5820 E Manor Dr, Knox, IN 46534, USA",Knox,IN,46534,Starke County,41.2448420,-86.5852130,OPERATIONAL,4.3,82,Hickory Hills Campground,business,"5820 E Manor Dr, Knox, IN 46534, USA",Knox,IN,46534
Lost Pines,rv_park,"4257 S 675 E, Knox, IN 46534, USA",Knox,IN,46534,Starke County,41.2410586,-86.5688224,OPERATIONAL,4.4,139,Lost Pines,business,"4257 S 675 E, Knox, IN 46534, USA",Knox,IN,46534
Holiday Estates Manufactured Home Community,rv_park,"2900 N Apperson Way, Kokomo, IN 46901, USA",Kokomo,IN,46901,Howard County,40.5161998,-86.1267084,OPERATIONAL,3.9,108,Holiday Estates Manufactured Home Community,business,"2900 N Apperson Way, Kokomo, IN 46901, USA",Kokomo,IN,46901
Maple Lawn Village Manufactured Home Community,rv_park,"12948 US-31 Lot 51, Kokomo, IN 46901, USA",Kokomo,IN,46901,Miami County,40.5783823,-86.1294312,OPERATIONAL,3.1,137,Maple Lawn Village Manufactured Home Community,business,"12948 US-31 Lot 51, Kokomo, IN 46901, USA",Kokomo,IN,46901
Modern Estates Manufactured Home Community,rv_park,"2700 N Washington St #55, Kokomo, IN 46901, USA",Kokomo,IN,46901,Howard County,40.5139654,-86.1332261,OPERATIONAL,3.4,212,Modern Estates Manufactured Home Community,business,"2700 N Washington St #55, Kokomo, IN 46901, USA",Kokomo,IN,46901
Nick home Kokomo Estates Mobile Home Park,rv_park,"4508 County Rd E 200 S, Kokomo, IN 46902, USA",Kokomo,IN,46902,Howard County,40.4498825,-86.0420608,OPERATIONAL,3.2,26,Nick home Kokomo Estates Mobile Home Park,business,"4508 County Rd E 200 S, Kokomo, IN 46902, USA",Kokomo,IN,46902
Oak Brook Estates lot 270,rv_park,"4508 County Rd E 200 S, Kokomo, IN 46902, USA",Kokomo,IN,46902,Howard County,40.4496505,-86.0413405,OPERATIONAL,4.1,137,Oak Brook Estates lot 270,business,"4508 County Rd E 200 S, Kokomo, IN 46902, USA",Kokomo,IN,46902
Springhill Campground,campground,"623 County Rd South 750 W, Kokomo, IN 46901, USA",Kokomo,IN,46901,Howard County,40.4667426,-86.2722850,OPERATIONAL,4.1,274,Springhill Campground,business,"623 County Rd South 750 W, Kokomo, IN 46901, USA",Kokomo,IN,46901
Deerfield Estates MHC,rv_park,"7701 US-35, La Porte, IN 46350, USA",La Porte,IN,46350,LaPorte County,41.4950934,-86.6839617,OPERATIONAL,3.5,98,Deerfield Estates MHC,business,"7701 US-35, La Porte, IN 46350, USA",La Porte,IN,46350
La Porte Village,rv_park,"1083 IN-2, La Porte, IN 46350, USA",La Porte,IN,46350,LaPorte County,41.6349842,-86.6783027,OPERATIONAL,3.4,122,La Porte Village,business,"1083 IN-2, La Porte, IN 46350, USA",La Porte,IN,46350
Lakeside Manor Manufactured Home Community,rv_park,"196 McClung Rd, La Porte, IN 46350, USA",La Porte,IN,46350,LaPorte County,41.6328600,-86.7381620,OPERATIONAL,4.3,45,Lakeside Manor Manufactured Home Community,business,"196 McClung Rd, La Porte, IN 46350, USA",La Porte,IN,46350
New Durham Estates Land Lease Community and Manufactured Home Dealer,rv_park,"9852 W State Rd 2, La Porte, IN 46350, USA",La Porte,IN,46350,LaPorte County,41.5623550,-86.8944341,OPERATIONAL,4.1,44,New Durham Estates Land Lease Community and Manufactured Home Dealer,business,"9852 W State Rd 2, La Porte, IN 46350, USA",La Porte,IN,46350
AOK Campground,campground,"225 E 300 S, Lafayette, IN 47909, USA",Lafayette,IN,47909,Tippecanoe County,40.3728910,-86.9007394,OPERATIONAL,3.7,215,AOK Campground,business,"225 E 300 S, Lafayette, IN 47909, USA",Lafayette,IN,47909
Big Fish-N-Campground,campground,"5831 S 900 E, Lafayette, IN 47905, USA",Lafayette,IN,47905,Tippecanoe County,40.3325461,-86.7303013,OPERATIONAL,4.1,249,Big Fish-N-Campground,business,"5831 S 900 E, Lafayette, IN 47905, USA",Lafayette,IN,47905
Cor-Dale Court,rv_park,"777 Cor-Dale Rd, Lafayette, IN 47904, USA",Lafayette,IN,47904,Tippecanoe County,40.4455874,-86.8814636,OPERATIONAL,3.1,36,Cor-Dale Court,business,"777 Cor-Dale Rd, Lafayette, IN 47904, USA",Lafayette,IN,47904
Lori Lee Estates,rv_park,"53 Lori Lee Dr, Lafayette, IN 47905, USA",Lafayette,IN,47905,Tippecanoe County,40.4095752,-86.8561929,OPERATIONAL,4.6,21,Lori Lee Estates,business,"53 Lori Lee Dr, Lafayette, IN 47905, USA",Lafayette,IN,47905
Modernaire Mobile Home Park,rv_park,"4410 IN-25, Lafayette, IN 47905, USA",Lafayette,IN,47905,Tippecanoe County,40.4802271,-86.8301754,OPERATIONAL,3.1,15,Modernaire Mobile Home Park,business,"4410 IN-25, Lafayette, IN 47905, USA",Lafayette,IN,47905
Royal Oak Estates,rv_park,"1115 W 275 S, Lafayette, IN 47909, USA",Lafayette,IN,47909,Tippecanoe County,40.3776949,-86.9271032,OPERATIONAL,4.1,19,Royal Oak Estates,business,"1115 W 275 S, Lafayette, IN 47909, USA",Lafayette,IN,47909
Wolfe's Leisure Time Campground,campground,"7414 Old State Rd 25 N, Lafayette, IN 47905, USA",Lafayette,IN,47905,Tippecanoe County,40.5252629,-86.7630147,OPERATIONAL,4.4,258,Wolfe's Leisure Time Campground,business,"7414 Old State Rd 25 N, Lafayette, IN 47905, USA",Lafayette,IN,47905
CoCoJo's RV Campground,campground,"4115 S 700 E, Lagro, IN 46941, USA",Lagro,IN,46941,Wabash County,40.7659151,-85.6574973,OPERATIONAL,4.3,355,CoCoJo's RV Campground,business,"4115 S 700 E, Lagro, IN 46941, USA",Lagro,IN,46941
Salamonie River State Forest Family Campground,campground,"5124 County Rd 100 S, Lagro, IN 46941, USA",Lagro,IN,46941,Wabash County,40.8123809,-85.6961159,OPERATIONAL,4.7,21,Salamonie River State Forest Family Campground,business,"5124 County Rd 100 S, Lagro, IN 46941, USA",Lagro,IN,46941
Mansard Du Lac Manufactured Home Community,rv_park,"7300 E 10th Ave, Lake Station, IN 46405, USA",Lake Station,IN,46405,Lake County,41.5925541,-87.2519505,OPERATIONAL,3.6,155,Mansard Du Lac Manufactured Home Community,business,"7300 E 10th Ave, Lake Station, IN 46405, USA",Lake Station,IN,46405
"Pioneer Family Campground, Inc.",campground,"1273 E 900 N, Lake Village, IN 46349, USA",Lake Village,IN,46349,Newton County,41.1299611,-87.3669935,OPERATIONAL,4.2,90,"Pioneer Family Campground, Inc.",business,"1273 E 900 N, Lake Village, IN 46349, USA",Lake Village,IN,46349
Sun Aura,campground,"3449 IN-10, Lake Village, IN 46349, USA",Lake Village,IN,46349,Newton County,41.1426752,-87.3258002,OPERATIONAL,4.6,354,Sun Aura,business,"3449 IN-10, Lake Village, IN 46349, USA",Lake Village,IN,46349
Ten Oaks Mobile Home Park,rv_park,"2103 IN-10, Lake Village, IN 46349, USA",Lake Village,IN,46349,Newton County,41.1427309,-87.3508064,OPERATIONAL,2.9,68,Ten Oaks Mobile Home Park,business,"2103 IN-10, Lake Village, IN 46349, USA",Lake Village,IN,46349
Maple Ridge Campground,rv_park,"65777 Maple Rd, Lakeville, IN 46536, USA",Lakeville,IN,46536,St. Joseph County,41.5399050,-86.2925012,OPERATIONAL,4.5,321,Maple Ridge Campground,business,"65777 Maple Rd, Lakeville, IN 46536, USA",Lakeville,IN,46536
"Lincoln State Park, Gobbler's Run Campground",campground,"Lamar, IN 47550, USA",Lamar,IN,47550,Spencer County,38.1091730,-86.9909636,OPERATIONAL,4.5,93,"Lincoln State Park, Gobbler's Run Campground",business,"Lamar, IN 47550, USA",Lamar,IN,47550
Forest Ridge Family Campground,rv_park,"5000 Elder Rd, Larwill, IN 46764, USA",Larwill,IN,46764,Whitley County,41.2368205,-85.6392900,OPERATIONAL,4.5,71,Forest Ridge Family Campground,business,"5000 Elder Rd, Larwill, IN 46764, USA",Larwill,IN,46764
Horseshoe Bend RV Campground,rv_park,"850 Court St, Leavenworth, IN 47137, USA",Leavenworth,IN,47137,Crawford County,38.1983411,-86.3495111,OPERATIONAL,4.2,104,Horseshoe Bend RV Campground,business,"850 Court St, Leavenworth, IN 47137, USA",Leavenworth,IN,47137
Irv’s Landing,rv_park,"460 Jackson St, Leavenworth, IN 47137, USA",Leavenworth,IN,47137,Crawford County,38.1957855,-86.3460356,OPERATIONAL,5.0,4,Irv’s Landing,business,"460 Jackson St, Leavenworth, IN 47137, USA",Leavenworth,IN,47137
Love's RV Hookup,rv_park,"6582 IN-66, Leavenworth, IN 47137, USA",Leavenworth,IN,47137,Crawford County,38.2451774,-86.3581701,OPERATIONAL,3.8,29,Love's RV Hookup,business,"6582 IN-66, Leavenworth, IN 47137, USA",Leavenworth,IN,47137
O'Bannon State Park Campground,campground,"5PW5+9R, Leavenworth, IN 47112, USA",Leavenworth,IN,47112,Harrison County,38.1959148,-86.2904510,OPERATIONAL,4.5,4,O'Bannon State Park Campground,business,"5PW5+9R, Leavenworth, IN 47112, USA",Leavenworth,IN,47112
Hoosier Estates,,"830 Campbell St, Lebanon, IN 46052, USA",Lebanon,IN,46052,Boone County,40.0551498,-86.4854195,OPERATIONAL,3.8,132,Hoosier Estates,business,"830 Campbell St, Lebanon, IN 46052, USA",Lebanon,IN,46052
Brookville Lake Resort,rv_park,"2288 Old State Rd 101, Liberty, IN 47353, USA",Liberty,IN,47353,Union County,39.5280520,-84.9721170,OPERATIONAL,4.7,148,Brookville Lake Resort,business,"2288 Old State Rd 101, Liberty, IN 47353, USA",Liberty,IN,47353
Heritage Hills Campground,campground,"Liberty Tree Dr, Liberty, IN 47353, USA",Liberty,IN,47353,Union County,39.5466603,-84.9453411,OPERATIONAL,4.5,16,Heritage Hills Campground,business,"Liberty Tree Dr, Liberty, IN 47353, USA",Liberty,IN,47353
Quakertown Campground,campground,"3506 W Quakertown Rd, Liberty, IN 47353, USA",Liberty,IN,47353,Union County,39.5899900,-84.9960333,OPERATIONAL,4.5,169,Quakertown Campground,business,"3506 W Quakertown Rd, Liberty, IN 47353, USA",Liberty,IN,47353
Whitewater Memorial State Park Campground,campground,"Unnamed Road, Liberty, IN 47353, USA",Liberty,IN,47353,Union County,39.6160706,-84.9610937,OPERATIONAL,4.6,102,Whitewater Memorial State Park Campground,business,"Unnamed Road, Liberty, IN 47353, USA",Liberty,IN,47353
Eagles Nest an FR Community,rv_park,"877 US-6 #39, Ligonier, IN 46767, USA",Ligonier,IN,46767,Noble County,41.4533316,-85.5730631,OPERATIONAL,3.7,113,Eagles Nest an FR Community,business,"877 US-6 #39, Ligonier, IN 46767, USA",Ligonier,IN,46767
Cozy Corner Campsite,rv_park,"1296 SE 3rd St, Linton, IN 47441, USA",Linton,IN,47441,Greene County,39.0218550,-87.1644310,OPERATIONAL,5.0,9,Cozy Corner Campsite,business,"1296 SE 3rd St, Linton, IN 47441, USA",Linton,IN,47441
Cozy Corner Campsite (taking reservations),rv_park,"1251 SE 3rd St, Linton, IN 47441, USA",Linton,IN,47441,Greene County,39.0225276,-87.1636261,OPERATIONAL,5.0,2,Cozy Corner Campsite (taking reservations),business,"1251 SE 3rd St, Linton, IN 47441, USA",Linton,IN,47441
Eagles Nest Camping,campground,"11948 County Rd 200 S, Linton, IN 47441, USA",Linton,IN,47441,Greene County,38.9948722,-87.1662789,OPERATIONAL,4.8,47,Eagles Nest Camping,business,"11948 County Rd 200 S, Linton, IN 47441, USA",Linton,IN,47441
Hillbilly Acres Campground LLC,campground,"14746 W 50 N, Linton, IN 47441, USA",Linton,IN,47441,Greene County,39.0356579,-87.2174390,OPERATIONAL,4.5,81,Hillbilly Acres Campground LLC,business,"14746 W 50 N, Linton, IN 47441, USA",Linton,IN,47441
Crescent Hills Mobile Home Park,rv_park,"1801 W Market St #51, Logansport, IN 46947, USA",Logansport,IN,46947,Cass County,40.7561312,-86.3953579,OPERATIONAL,3.0,27,Crescent Hills Mobile Home Park,business,"1801 W Market St #51, Logansport, IN 46947, USA",Logansport,IN,46947
France Park,campground,"4505 US-24, Logansport, IN 46947, USA",Logansport,IN,46947,Cass County,40.7597926,-86.4573124,OPERATIONAL,4.5,1367,France Park,business,"4505 US-24, Logansport, IN 46947, USA",Logansport,IN,46947
Home,rv_park,"lot38, 2808 US-35, Logansport, IN 46947, USA",Logansport,IN,46947,Cass County,40.7278678,-86.2905549,OPERATIONAL,3.2,41,Home,business,"lot38, 2808 US-35, Logansport, IN 46947, USA",Logansport,IN,46947
Stoney Pike Mobile Home Park,rv_park,"901 E Main St, Logansport, IN 46947, USA",Logansport,IN,46947,Cass County,40.7417297,-86.3573684,OPERATIONAL,4.4,20,Stoney Pike Mobile Home Park,business,"901 E Main St, Logansport, IN 46947, USA",Logansport,IN,46947
Tall Sycamore Campground,campground,"355 S County Rd 600 E, Logansport, IN 46947, USA",Logansport,IN,46947,Cass County,40.7602259,-86.2591850,OPERATIONAL,4.3,157,Tall Sycamore Campground,business,"355 S County Rd 600 E, Logansport, IN 46947, USA",Logansport,IN,46947
Wagler Motorsports Park,campground,"4425 W 300 S, Lyons, IN 47443, USA",Lyons,IN,47443,Greene County,38.9729890,-87.0248510,OPERATIONAL,4.8,158,Wagler Motorsports Park,business,"4425 W 300 S, Lyons, IN 47443, USA",Lyons,IN,47443
Crooked Creek Mobile Home Community,rv_park,"801 Cragmont St, Madison, IN 47250, USA",Madison,IN,47250,Jefferson County,38.7422460,-85.3937297,OPERATIONAL,5.0,3,Crooked Creek Mobile Home Community,business,"801 Cragmont St, Madison, IN 47250, USA",Madison,IN,47250
Madison Estates,rv_park,"3710 Woodside Dr, Madison, IN 47250, USA",Madison,IN,47250,Jefferson County,38.7506089,-85.4556590,OPERATIONAL,3.5,70,Madison Estates,business,"3710 Woodside Dr, Madison, IN 47250, USA",Madison,IN,47250
Madison Village Manufactured Home Community,rv_park,"11 E Village Dr, Madison, IN 47250, USA",Madison,IN,47250,Jefferson County,38.7914220,-85.3869210,OPERATIONAL,3.1,160,Madison Village Manufactured Home Community,business,"11 E Village Dr, Madison, IN 47250, USA",Madison,IN,47250
Riverview Campground,rv_park,"1003 E Vaughn Dr, Madison, IN 47250, USA",Madison,IN,47250,Jefferson County,38.7323473,-85.3658419,OPERATIONAL,4.5,96,Riverview Campground,business,"1003 E Vaughn Dr, Madison, IN 47250, USA",Madison,IN,47250
Marengo Cave Campgrounds,campground,"400 E State Rd 64, Marengo, IN 47140, USA",Marengo,IN,47140,Crawford County,38.3753053,-86.3415809,OPERATIONAL,4.8,617,Marengo Cave Campgrounds,business,"400 E State Rd 64, Marengo, IN 47140, USA",Marengo,IN,47140
Green Acres Campground,campground,"7232 E N 00 S, Marion, IN 46952, USA",Marion,IN,46952,Grant County,40.5517832,-85.5371023,OPERATIONAL,4.1,84,Green Acres Campground,business,"7232 E N 00 S, Marion, IN 46952, USA",Marion,IN,46952
King's Trailer Court,rv_park,"1304 S Baldwin Ave, Marion, IN 46953, USA",Marion,IN,46953,Grant County,40.5489501,-85.6760101,OPERATIONAL,4.3,23,King's Trailer Court,business,"1304 S Baldwin Ave, Marion, IN 46953, USA",Marion,IN,46953
lu Ida trailer park,rv_park,"2743 W 17th St, Marion, IN 46953, USA",Marion,IN,46953,Grant County,40.5441856,-85.7061176,OPERATIONAL,3.5,31,lu Ida trailer park,business,"2743 W 17th St, Marion, IN 46953, USA",Marion,IN,46953
Rose Valley Mobile Home Park,rv_park,"2150 W 13th St, Marion, IN 46953, USA",Marion,IN,46953,Grant County,40.5482907,-85.6912921,OPERATIONAL,4.4,53,Rose Valley Mobile Home Park,business,"2150 W 13th St, Marion, IN 46953, USA",Marion,IN,46953
Sports Lake Campground,campground,"7230 County Rd 400 S, Marion, IN 46953, USA",Marion,IN,46953,Grant County,40.4933810,-85.5340520,OPERATIONAL,4.1,91,Sports Lake Campground,business,"7230 County Rd 400 S, Marion, IN 46953, USA",Marion,IN,46953
Stonecrest Manor Manufactured Home Community,rv_park,"2801 S Stone Rd #500, Marion, IN 46953, USA",Marion,IN,46953,Grant County,40.5363655,-85.6247744,OPERATIONAL,3.4,163,Stonecrest Manor Manufactured Home Community,business,"2801 S Stone Rd #500, Marion, IN 46953, USA",Marion,IN,46953
Summit Village,rv_park,"246 N 500 E lot 239, Marion, IN 46952, USA",Marion,IN,46952,Grant County,40.5578042,-85.5760236,OPERATIONAL,3.7,20,Summit Village,business,"246 N 500 E lot 239, Marion, IN 46952, USA",Marion,IN,46952
White Oaks Mobile Home Comm,rv_park,"7145 S Meridian St, Marion, IN 46953, USA",Marion,IN,46953,Grant County,40.4832009,-85.6524527,OPERATIONAL,3.4,88,White Oaks Mobile Home Comm,business,"7145 S Meridian St, Marion, IN 46953, USA",Marion,IN,46953
Woodlands Mobile Home Park,rv_park,"1515 S Miller Ave, Marion, IN 46953, USA",Marion,IN,46953,Grant County,40.5455033,-85.6928324,OPERATIONAL,4.0,68,Woodlands Mobile Home Park,business,"1515 S Miller Ave, Marion, IN 46953, USA",Marion,IN,46953
Turkey Run State Park Campground,campground,"1576 IN-47, Marshall, IN 47859, USA",Marshall,IN,47859,Parke County,39.8799917,-87.2158146,OPERATIONAL,4.7,507,Turkey Run State Park Campground,business,"1576 IN-47, Marshall, IN 47859, USA",Marshall,IN,47859
Up the Creek Boat-ique,campground,"1165 IN-47, Marshall, IN 47859, USA",Marshall,IN,47859,Parke County,39.8774248,-87.2207611,CLOSED_TEMPORARILY,4.4,631,Up the Creek Boat-ique,business,"1165 IN-47, Marshall, IN 47859, USA",Marshall,IN,47859
Lake Melissa Campground,campground,"9985 W Lake Melissa Dr, Martinsville, IN 46151, USA",Martinsville,IN,46151,Morgan County,39.4850967,-86.6117307,OPERATIONAL,4.5,71,Lake Melissa Campground,business,"9985 W Lake Melissa Dr, Martinsville, IN 46151, USA",Martinsville,IN,46151
Martinsville Estates,rv_park,"46 Laveianan Ct, Martinsville, IN 46151, USA",Martinsville,IN,46151,Morgan County,39.4073907,-86.4175740,OPERATIONAL,5.0,1,Martinsville Estates,business,"46 Laveianan Ct, Martinsville, IN 46151, USA",Martinsville,IN,46151
Mason Ridge Camping Area,campground,"Martinsville, IN 46151, USA",Martinsville,IN,46151,Monroe County,39.3269183,-86.4275882,OPERATIONAL,4.6,128,Mason Ridge Camping Area,business,"Martinsville, IN 46151, USA",Martinsville,IN,46151
Riverside R.V.Sites A.K.A.Camp David/Hollywood Park,rv_park,"3725 W Hwy 11, Mauckport, IN 47142, USA",Mauckport,IN,47142,Harrison County,38.0212407,-86.2010180,OPERATIONAL,4.3,24,Riverside R.V.Sites A.K.A.Camp David/Hollywood Park,business,"3725 W Hwy 11, Mauckport, IN 47142, USA",Mauckport,IN,47142
Stag Run Club,campground,"2150 Overlook Dr SW, Mauckport, IN 47142, USA",Mauckport,IN,47142,Harrison County,38.0416637,-86.1716351,CLOSED_TEMPORARILY,4.7,82,Stag Run Club,business,"2150 Overlook Dr SW, Mauckport, IN 47142, USA",Mauckport,IN,47142
Leisure Time Oasis Campground,rv_park,"1974 N Leisure Time Ln, Medaryville, IN 47957, USA",Medaryville,IN,47957,Pulaski County,41.0834780,-86.8115560,OPERATIONAL,5.0,21,Leisure Time Oasis Campground,business,"1974 N Leisure Time Ln, Medaryville, IN 47957, USA",Medaryville,IN,47957
Dune Creek Manufactured Home Community,rv_park,"9801 US-12, Michigan City, IN 46360, USA",Michigan City,IN,46360,LaPorte County,41.7500080,-86.8129950,OPERATIONAL,4.9,14,Dune Creek Manufactured Home Community,business,"9801 US-12, Michigan City, IN 46360, USA",Michigan City,IN,46360
Green Acres Manufactured Home Community,rv_park,"800 IN-212 lot A5N, Michigan City, IN 46360, USA",Michigan City,IN,46360,LaPorte County,41.7181211,-86.8232892,OPERATIONAL,3.3,222,Green Acres Manufactured Home Community,business,"800 IN-212 lot A5N, Michigan City, IN 46360, USA",Michigan City,IN,46360
