nome_propriedade,tipo,endereco,cidade,estado,cep,condado,lat,lon,status,avaliacao_media,total_avaliacoes,telefone,website
Cozy Corner Campsite (taking reservations),rv_park,"1251 SE 3rd St, Linton, IN 47441, USA",Linton,IN,47441,Greene County,39.0225276,-87.1636261,OPERATIONAL,5.0,2,(812) 322-8012,http://cozycornercampsite.org/
Eagles Nest Camping,campground,"11948 County Rd 200 S, Linton, IN 47441, USA",Linton,IN,47441,Greene County,38.9948722,-87.1662789,OPERATIONAL,4.8,47,(812) 699-8160,https://www.facebook.com/EaglesNestCamping/
Hillbilly Acres Campground LLC,campground,"14746 W 50 N, Linton, IN 47441, USA",Linton,IN,47441,Greene County,39.0356579,-87.2174390,OPERATIONAL,4.5,81,(812) 798-6458,https://www.hillbillyacrescampgroundllc.com/
Crescent Hills Mobile Home Park,rv_park,"1801 W Market St #51, Logansport, IN 46947, USA",Logansport,IN,46947,Cass County,40.7561312,-86.3953579,OPERATIONAL,3.0,27,,
France Park,campground,"4505 US-24, Logansport, IN 46947, USA",Logansport,IN,46947,Cass County,40.7597926,-86.4573124,OPERATIONAL,4.5,1367,(574) 753-2928,https://www.in.gov/counties/cass/france-park/
Home,rv_park,"lot38, 2808 US-35, Logansport, IN 46947, USA",Logansport,IN,46947,Cass County,40.7278678,-86.2905549,OPERATIONAL,3.2,41,(574) 753-3400,
Stoney Pike Mobile Home Park,rv_park,"901 E Main St, Logansport, IN 46947, USA",Logansport,IN,46947,Cass County,40.7417297,-86.3573684,OPERATIONAL,4.4,20,(574) 753-6570,
Tall Sycamore Campground,campground,"355 S County Rd 600 E, Logansport, IN 46947, USA",Logansport,IN,46947,Cass County,40.7602259,-86.2591850,OPERATIONAL,4.3,157,(574) 753-4898,http://www.tallsycamorecampground.com/
Wagler Motorsports Park,campground,"4425 W 300 S, Lyons, IN 47443, USA",Lyons,IN,47443,Greene County,38.9729890,-87.0248510,OPERATIONAL,4.8,158,(812) 636-0391,http://www.waglermotorsportspark.com/
Crooked Creek Mobile Home Community,rv_park,"801 Cragmont St, Madison, IN 47250, USA",Madison,IN,47250,Jefferson County,38.7422460,-85.3937297,OPERATIONAL,5.0,3,(812) 717-3536,https://www.turnkeycommunities.com/
Madison Estates,rv_park,"3710 Woodside Dr, Madison, IN 47250, USA",Madison,IN,47250,Jefferson County,38.7506089,-85.4556590,OPERATIONAL,3.5,70,(812) 701-4451,https://rootsmg.com/community/madison_madison_in
Madison Village Manufactured Home Community,rv_park,"11 E Village Dr, Madison, IN 47250, USA",Madison,IN,47250,Jefferson County,38.7914220,-85.3869210,OPERATIONAL,3.1,160,(812) 273-3717,https://www.bayshorehomesales.com/communities/madisonvillagein?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Riverview Campground,rv_park,"1003 E Vaughn Dr, Madison, IN 47250, USA",Madison,IN,47250,Jefferson County,38.7323473,-85.3658419,OPERATIONAL,4.5,96,(812) 292-2003,https://www.madison-in.gov/department/division.php?structureid=145
Marengo Cave Campgrounds,campground,"400 E State Rd 64, Marengo, IN 47140, USA",Marengo,IN,47140,Crawford County,38.3753053,-86.3415809,OPERATIONAL,4.8,617,(812) 365-2705,http://www.marengocave.com/
Green Acres Campground,campground,"7232 E N 00 S, Marion, IN 46952, USA",Marion,IN,46952,Grant County,40.5517832,-85.5371023,OPERATIONAL,4.1,84,(765) 499-1637,https://m.facebook.com/GreenAcresIsThePlaceToBe
King's Trailer Court,rv_park,"1304 S Baldwin Ave, Marion, IN 46953, USA",Marion,IN,46953,Grant County,40.5489501,-85.6760101,OPERATIONAL,4.3,23,(765) 664-9551,
lu Ida trailer park,rv_park,"2743 W 17th St, Marion, IN 46953, USA",Marion,IN,46953,Grant County,40.5441856,-85.7061176,OPERATIONAL,3.5,31,,
Rose Valley Mobile Home Park,rv_park,"2150 W 13th St, Marion, IN 46953, USA",Marion,IN,46953,Grant County,40.5482907,-85.6912921,OPERATIONAL,4.4,53,(765) 664-9551,
Sports Lake Campground,campground,"7230 County Rd 400 S, Marion, IN 46953, USA",Marion,IN,46953,Grant County,40.4933810,-85.5340520,OPERATIONAL,4.1,91,(765) 998-2558,http://www.sportslakecampground.com/
Stonecrest Manor Manufactured Home Community,rv_park,"2801 S Stone Rd #500, Marion, IN 46953, USA",Marion,IN,46953,Grant County,40.5363655,-85.6247744,OPERATIONAL,3.4,163,(765) 662-7008,https://www.bayshorehomesales.com/communities/stonecrestmanorin?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Summit Village,rv_park,"246 N 500 E lot 239, Marion, IN 46952, USA",Marion,IN,46952,Grant County,40.5578042,-85.5760236,OPERATIONAL,3.7,20,(765) 668-1113,https://www.umh.com/community/summit-village---in/?utm_source=GMBlisting&utm_medium=organic
White Oaks Mobile Home Comm,rv_park,"7145 S Meridian St, Marion, IN 46953, USA",Marion,IN,46953,Grant County,40.4832009,-85.6524527,OPERATIONAL,3.4,88,(765) 674-6166,
Woodlands Mobile Home Park,rv_park,"1515 S Miller Ave, Marion, IN 46953, USA",Marion,IN,46953,Grant County,40.5455033,-85.6928324,OPERATIONAL,4.0,68,(765) 664-9551,
Turkey Run State Park Campground,campground,"1576 IN-47, Marshall, IN 47859, USA",Marshall,IN,47859,Parke County,39.8799917,-87.2158146,OPERATIONAL,4.7,507,(765) 597-2635,http://on.in.gov/turkeyrunsp
Up the Creek Boat-ique,campground,"1165 IN-47, Marshall, IN 47859, USA",Marshall,IN,47859,Parke County,39.8774248,-87.2207611,CLOSED_TEMPORARILY,4.4,631,(765) 597-2355,http://www.sugarvalleycanoes.com/
Lake Melissa Campground,campground,"9985 W Lake Melissa Dr, Martinsville, IN 46151, USA",Martinsville,IN,46151,Morgan County,39.4850967,-86.6117307,OPERATIONAL,4.5,71,,
Martinsville Estates,rv_park,"46 Laveianan Ct, Martinsville, IN 46151, USA",Martinsville,IN,46151,Morgan County,39.4073907,-86.4175740,OPERATIONAL,5.0,1,(317) 818-9458,
Mason Ridge Camping Area,campground,"Martinsville, IN 46151, USA",Martinsville,IN,46151,Monroe County,39.3269183,-86.4275882,OPERATIONAL,4.6,128,,
Riverside R.V.Sites A.K.A.Camp David/Hollywood Park,rv_park,"3725 W Hwy 11, Mauckport, IN 47142, USA",Mauckport,IN,47142,Harrison County,38.0212407,-86.2010180,OPERATIONAL,4.3,24,(812) 732-4919,
Stag Run Club,campground,"2150 Overlook Dr SW, Mauckport, IN 47142, USA",Mauckport,IN,47142,Harrison County,38.0416637,-86.1716351,CLOSED_TEMPORARILY,4.7,82,(502) 509-6698,http://www.stagrunclub.com/
Leisure Time Oasis Campground,rv_park,"1974 N Leisure Time Ln, Medaryville, IN 47957, USA",Medaryville,IN,47957,Pulaski County,41.0834780,-86.8115560,OPERATIONAL,5.0,21,(219) 335-9183,https://letscampoasis.mybusiness.site/
Dune Creek Manufactured Home Community,rv_park,"9801 US-12, Michigan City, IN 46360, USA",Michigan City,IN,46360,LaPorte County,41.7500080,-86.8129950,OPERATIONAL,4.9,14,(269) 235-9015,https://dunecreekmhc.com/
Green Acres Manufactured Home Community,rv_park,"800 IN-212 lot A5N, Michigan City, IN 46360, USA",Michigan City,IN,46360,LaPorte County,41.7181211,-86.8232892,OPERATIONAL,3.3,222,(219) 872-8577,https://greenacresmanufacturedhomes.com/
Michigan City Campground,rv_park,"1601 US-421, Michigan City, IN 46360, USA",Michigan City,IN,46360,LaPorte County,41.6326250,-86.8929636,OPERATIONAL,4.2,568,(219) 872-7600,http://www.michigancitycampground.com/
Elkhart Co. / Middlebury KOA Holiday,rv_park,"52867 IN-13, Middlebury, IN 46540, USA",Middlebury,IN,46540,Elkhart County,41.7275528,-85.6840595,OPERATIONAL,4.1,636,(574) 825-5932,https://koa.com/campgrounds/elkhart-co/?utm_source=google&utm_medium=organic&utm_campaign=gbp
Pine Hills,rv_park,"12515 Bonnie Ln, Middlebury, IN 46540, USA",Middlebury,IN,46540,Elkhart County,41.7249940,-85.7081815,OPERATIONAL,3.7,93,(574) 821-7127,https://www.suncommunities.com/indiana/pine-hills?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing
Spring Valley Campground,campground,"8186 W County Rd 575 N, Middletown, IN 47356, USA",Middletown,IN,47356,Henry County,40.0183250,-85.5400270,OPERATIONAL,4.4,208,(765) 354-4521,http://springvalleycampground.org/
Campground Control Station,campground,"Milan, IN 47031, USA",Milan,IN,47031,Ripley County,39.0758207,-85.2261544,OPERATIONAL,4.6,30,,
Delaware Campground,campground,"4258 N Co Rd 150 E, Milan, IN 47031, USA",Milan,IN,47031,Ripley County,39.1383179,-85.2342967,OPERATIONAL,4.4,58,(812) 689-5818,https://www.facebook.com/Delaware-Campground-398740300277908/
Cave Country Canoes,campground,"112 W Main St, Milltown, IN 47145, USA",Milltown,IN,47145,Crawford County,38.3413670,-86.2745900,OPERATIONAL,4.7,1729,(812) 633-4806,https://cavecountrycanoes.com/
Old Mill Blue River Retreat- Primitive Camping,campground,"10500 E Daugherty Ln, Milltown, IN 47145, USA",Milltown,IN,47145,Crawford County,38.4097229,-86.2579167,OPERATIONAL,4.9,11,(812) 472-3140,http://oldmillcanoerental.com/
"Lake Shore Estates, LLC",rv_park,"815 W Douglas Rd #167, Mishawaka, IN 46545, USA",Mishawaka,IN,46545,St. Joseph County,41.7086450,-86.1954521,OPERATIONAL,4.1,55,(574) 272-9933,http://www.lakeshoreestatesmhc.com/
Campground,campground,"100 Spring Mill - Campground, Mitchell, IN 47446, USA",Mitchell,IN,47446,Lawrence County,38.7361721,-86.4028007,OPERATIONAL,4.5,24,,http://www.in.gov/dnr/parklake/2968.htm
Lakeside Estates,rv_park,"1 Northside Village, Mitchell, IN 47446, USA",Mitchell,IN,47446,Lawrence County,38.7452720,-86.4750760,OPERATIONAL,3.3,43,(812) 849-3800,
Martin State Forest Campground,campground,"Unnamed Road, Mitchell, IN 47446, USA",Mitchell,IN,47446,Martin County,38.6989221,-86.7217904,OPERATIONAL,4.1,16,,
Adventure Bound Camping Resorts - Kamp Modoc,rv_park,"9773 S 800 W, Modoc, IN 47358, USA",Modoc,IN,47358,Randolph County,40.0221741,-85.1262383,OPERATIONAL,4.0,315,(765) 853-5290,https://www.abcamping.com/kampmodoc/
Modoc RV Park,rv_park,"8419 S 800 W, Modoc, IN 47358, USA",Modoc,IN,47358,Randolph County,40.0418223,-85.1264714,OPERATIONAL,4.8,21,(765) 729-4788,
Pigeon River Fish & Wildlife Area,campground,"8310 E 300 N Box 71, Mongo, IN 46771, USA",Mongo,IN,46771,LaGrange County,41.6849479,-85.2669686,OPERATIONAL,4.6,203,(260) 367-2164,http://www.in.gov/dnr/fishwild/3086.htm
Trading Post Outfitters,campground,"7525 E 300 N, Mongo, IN 46771, USA",Mongo,IN,46771,LaGrange County,41.6858210,-85.2824227,OPERATIONAL,4.7,792,(260) 367-2493,https://www.mongotradingpost.com/
Dream Acres Camp Ground,campground,"2746 IN-16, Monon, IN 47959, USA",Monon,IN,47959,White County,40.8676453,-86.8199568,OPERATIONAL,4.4,82,(219) 253-8224,
Rising Sun Campground,campground,"7510 County Rd N 250 E, Monterey, IN 46960, USA",Monterey,IN,46960,Pulaski County,41.1641930,-86.5579326,OPERATIONAL,4.6,330,(574) 542-4780,http://www.risingsuncamp.com/
Glendale Campground,campground,"141702100006000004, Montgomery, IN 47558, USA",Montgomery,IN,47558,Daviess County,38.5496103,-87.0425221,OPERATIONAL,4.6,129,(812) 644-6107,https://www.in.gov/dnr/fishwild/3095.htm
Hudsonville Family Campground,campground,"5064 County Rd 800 S, Montgomery, IN 47558, USA",Montgomery,IN,47558,Daviess County,38.5392860,-87.0707105,OPERATIONAL,4.7,30,(812) 486-6215,
Montgomery Camp Office,campground,"6836 Park Rd, Montgomery, IN 47558, USA",Montgomery,IN,47558,Daviess County,38.6695665,-87.0410629,OPERATIONAL,4.6,37,(812) 486-3255,http://montgomeryruritan.com/
Montgomery Ruritan Club,campground,"6907 E Pk Rd, Montgomery, IN 47558, USA",Montgomery,IN,47558,Daviess County,38.6688294,-87.0384262,OPERATIONAL,4.6,56,(812) 486-3255,http://montgomeryruritan.com/
Angel Shores Mobile Home Park,rv_park,"11730 W 850 N #30, Monticello, IN 47960, USA",Monticello,IN,47960,Carroll County,40.6725730,-86.7466430,OPERATIONAL,4.8,17,(574) 965-4772,
Elson Ponderosa Trailer Park,rv_park,"Monticello, IN 47960, USA",Monticello,IN,47960,White County,40.8686142,-86.7684384,OPERATIONAL,4.4,33,,
Indiana Beach / Monticello KOA Holiday,rv_park,"2882 NW Shafer Dr, Monticello, IN 47960, USA",Monticello,IN,47960,White County,40.7943563,-86.7810692,OPERATIONAL,3.6,288,(574) 583-8646,https://koa.com/campgrounds/indiana-beach/?utm_source=google&utm_medium=organic&utm_campaign=gbp
Indiana Beach Boardwalk Resort,campground,"5224 E Indiana Beach Rd, Monticello, IN 47960, USA",Monticello,IN,47960,White County,40.7913758,-86.7713029,CLOSED_TEMPORARILY,4.1,5819,(574) 583-4141,https://www.indianabeach.com/
Indiana Beach Camp Grounds,campground,"2732 NW Shafer Dr, Monticello, IN 47960, USA",Monticello,IN,47960,White County,40.7920603,-86.7803299,OPERATIONAL,3.9,721,(574) 583-4141,http://www.indianabeach.com/
Lake Hill Park,rv_park,"3832 NW Shafer Dr, Monticello, IN 47960, USA",Monticello,IN,47960,White County,40.8089302,-86.7972596,OPERATIONAL,4.9,18,(219) 253-7818,https://www.lakehillpark.com/
Lost Acres Camping Resort,rv_park,"3148 N 400 E, Monticello, IN 47960, USA",Monticello,IN,47960,White County,40.7995293,-86.7955748,OPERATIONAL,4.0,213,(574) 297-5043,https://roadville.com/lost-acres
Stevenson's Point LLC,rv_park,"4263 E 400 N, Monticello, IN 47960, USA",Monticello,IN,47960,White County,40.8112426,-86.7892927,OPERATIONAL,4.6,53,(574) 583-3238,
Walnut Ridge RV Resort,campground,"11752 W 800 N, Monticello, IN 47960, USA",Monticello,IN,47960,Carroll County,40.6645486,-86.7510785,OPERATIONAL,4.3,19,(574) 583-9300,https://walnutridgervresort.com/
White Oaks on the Lake RV Resort,campground,"12084 N White Oaks Dr, Monticello, IN 47960, USA",Monticello,IN,47960,Carroll County,40.6840643,-86.7522063,OPERATIONAL,4.5,169,(765) 491-8976,http://www.whiteoaksrv.com/
Moores Hill Manufactured Home Community,rv_park,"14633 IN-350, Moores Hill, IN 47032, USA",Moores Hill,IN,47032,Dearborn County,39.1178121,-85.0905123,OPERATIONAL,2.9,28,(930) 233-0247,https://brightstarcommunities.com/community/moores-hill/
Ashbury Ridge Manufactured Home Community,rv_park,"47 Ashbury Ridge, Mooresville, IN 46158, USA",Mooresville,IN,46158,Morgan County,39.5896280,-86.3368530,OPERATIONAL,4.3,65,(317) 831-0587,http://www.ashburyridge.com/
CICA Campgrounds,campground,"9023 N Old State Rd 67, Mooresville, IN 46158, USA",Mooresville,IN,46158,Morgan County,39.5586315,-86.3737683,OPERATIONAL,4.2,11,(317) 831-7580,http://cicacamp.org/contact/
Country Manor,rv_park,"64-110 Chisholm Trail, Mooresville, IN 46158, USA",Mooresville,IN,46158,Morgan County,39.5520043,-86.3794470,OPERATIONAL,3.5,101,(317) 831-6440,
Echo Lake Manufactured Home Community,rv_park,"825 W Greencastle Rd, Mooresville, IN 46158, USA",Mooresville,IN,46158,Morgan County,39.6151328,-86.4434445,OPERATIONAL,3.7,191,(317) 831-1090,https://www.echolakemhc.com/
Mooresville Acres,rv_park,"1 Chisholm Trail, Mooresville, IN 46158, USA",Mooresville,IN,46158,Morgan County,39.5516324,-86.3787095,OPERATIONAL,3.2,207,(317) 483-3066,http://horizonlandmgmt.com/
Bill Monroe Music Park & Campground,rv_park,"5163 N State Rd 135, Morgantown, IN 46160, USA",Morgantown,IN,46160,Brown County,39.2704091,-86.2486618,OPERATIONAL,4.4,555,(812) 988-6422,http://www.billmonroemusicpark.com/
Camp Buckwood,campground,"8670 Spearsville Rd, Morgantown, IN 46160, USA",Morgantown,IN,46160,Brown County,39.3233110,-86.2167629,OPERATIONAL,4.7,77,(812) 597-2450,https://campbuckwood.com/
Four Seasons Inn & RV Park,rv_park,"70 IN-62 West, Mt Vernon, IN 47620, USA",Mount Vernon,IN,47620,Posey County,37.9284934,-87.9276580,OPERATIONAL,4.4,159,(812) 838-4821,
Russell Mobile Home Park,rv_park,"1600 Seibert Ln, Mt Vernon, IN 47620, USA",Mount Vernon,IN,47620,Posey County,37.9502729,-87.8651859,OPERATIONAL,2.7,40,(812) 901-5818,https://www.facebook.com/mountvernonmobilehomepark
Big Oak Campground,rv_park,"9401 N 500 W Rd, Muncie, IN 47304, USA",Muncie,IN,47304,Delaware County,40.2742564,-85.4839164,OPERATIONAL,4.0,155,(765) 358-3208,http://www.bigoakcampground.com/
Country Acres LLC,rv_park,"9500 Wheeling Ave #70, Muncie, IN 47304, USA",Muncie,IN,47304,Delaware County,40.2753829,-85.4320766,OPERATIONAL,3.4,75,(765) 282-9196,
Countryside Estates,,"4412 S Clubhouse Rd, Muncie, IN 47302, USA",Muncie,IN,47302,Delaware County,40.1534732,-85.3689766,OPERATIONAL,3.9,44,(765) 288-9740,https://www.umh.com/community/countryside-estates-in/?utm_source=GMBlisting&utm_medium=organic
Countryview Farms Manufactured Home Community,rv_park,"5900 W Co Rd 350 N #45, Muncie, IN 47304, USA",Muncie,IN,47304,Delaware County,40.2411590,-85.4539779,OPERATIONAL,3.2,192,(765) 282-6949,https://www.bayshorehomesales.com/communities/countryviewfarmsin?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Holiday Park,rv_park,"3500 W Brookfield Dr, Muncie, IN 47302, USA",Muncie,IN,47302,Delaware County,40.1768608,-85.4262924,OPERATIONAL,4.0,90,(765) 287-1186,https://hpimhc.com/community/holiday-park-homes/
Meadowview Farms Manufactured Home Community,rv_park,"3401 N Meadowview Pl, Muncie, IN 47303, USA",Muncie,IN,47303,Delaware County,40.2205798,-85.3568013,OPERATIONAL,3.7,87,(765) 741-9054,https://www.bayshorehomesales.com/communities/meadowviewfarmsin?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
Away A Day RV Campground,campground,"5515 IN-46, Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1934147,-86.1450867,OPERATIONAL,4.7,74,(812) 568-1209,https://www.awayadayrvcampground.com/
Brown County / Nashville KOA Holiday,rv_park,"2248 IN-46, Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1989775,-86.2047312,OPERATIONAL,4.6,408,(812) 988-4675,https://koa.com/campgrounds/brown-county/?utm_source=google&utm_medium=organic&utm_campaign=gbp
Brown County State Park,campground,"Unnamed Road, Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1549854,-86.2362349,OPERATIONAL,4.7,62,,https://on.in.gov/browncountysp
Brown County State Park Raccoon Ridge Campground,campground,"Deer Ln, Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1495016,-86.2315652,OPERATIONAL,4.6,28,(812) 988-6406,https://on.in.gov/browncountysp
Brown County State Park Taylor Ridge,campground,"Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1474288,-86.2388586,OPERATIONAL,4.6,21,,
eXplore Brown County,rv_park,"2620 Valley Branch Rd, Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1607595,-86.1530368,OPERATIONAL,4.8,543,(812) 988-7750,http://explorebrowncounty.com/
Friends O' Mine Campground & Cabins,campground,"4557 IN-46, Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1899258,-86.1618232,OPERATIONAL,4.3,344,(812) 988-0008,http://www.friendsominecampground.com/
Horsemen's Campground,campground,"Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1241884,-86.1910680,OPERATIONAL,5.0,2,,
Yellowwood Campground,campground,"Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1918973,-86.3451372,OPERATIONAL,4.7,35,(812) 988-7945,https://www.in.gov/dnr/forestry/properties/yellowwood-state-forest/
Yellowwood State Forest Camp Sites,campground,"Nashville, IN 47448, USA",Nashville,IN,47448,Brown County,39.1791616,-86.3364126,OPERATIONAL,4.8,28,,
The Pines,rv_park,"100 White Pine Blvd, New Albany, IN 47150, USA",New Albany,IN,47150,Floyd County,38.3530846,-85.8158282,OPERATIONAL,4.0,58,(812) 949-3064,http://liveatthepines.com/
Lakeside RV Resort,rv_park,"7089 N Chicago Rd, New Carlisle, IN 46552, USA",New Carlisle,IN,46552,LaPorte County,41.7096561,-86.5370245,OPERATIONAL,3.9,45,(574) 654-3260,http://www.rvonthego.com/indiana/lakeside-rv-resort/
Mini Mountain Campground,rv_park,"32351 IN-2, New Carlisle, IN 46552, USA",New Carlisle,IN,46552,St. Joseph County,41.6749829,-86.4946994,OPERATIONAL,3.7,252,(574) 340-9923,http://www.minimountaincampgrounds.com/
Cornerstone Campground and Retreat Center,campground,"75 W County Road 500 S, New Castle, IN 47362, USA",New Castle,IN,47362,Henry County,39.8557670,-85.3869000,OPERATIONAL,4.7,221,(765) 987-8700,http://cornerstonecampground.org/
Glenwood Park,rv_park,"300 Glenwood Dr, New Castle, IN 47362, USA",New Castle,IN,47362,Henry County,39.9165769,-85.3876300,OPERATIONAL,3.5,38,(765) 529-4706,
New Castle Mobile Home Community,rv_park,"2121, lot 157 Spring St, New Castle, IN 47362, USA",New Castle,IN,47362,Henry County,39.9332357,-85.3816490,OPERATIONAL,3.1,82,(765) 529-8340,
Walnut Ridge Campground,campground,"408 N County Rd 300 W, New Castle, IN 47362, USA",New Castle,IN,47362,Henry County,39.9377145,-85.4436957,OPERATIONAL,4.3,122,(765) 533-6699,https://www.walnutridgecampground.com/
Westwood Park,campground,"1900 S County Rd 275 W, New Castle, IN 47362, USA",New Castle,IN,47362,Henry County,39.9021070,-85.4368971,OPERATIONAL,4.3,148,(765) 987-1232,http://www.visitwestwood.com/
Harmonie State Park,,"3451 Harmonie State Park Rd, New Harmony, IN 47631, USA",New Harmony,IN,47631,Posey County,38.0901157,-87.9446313,OPERATIONAL,4.6,693,(812) 682-4821,http://on.in.gov/harmoniesp
Harmonie State Park Campground,campground,"3451 Harmonie State Park Rd, New Harmony, IN 47631, USA",New Harmony,IN,47631,Posey County,38.0621474,-87.9481365,OPERATIONAL,4.8,71,(812) 682-4821,https://indianastateparks.reserveamerica.com/
Jefferson Township Park,,"1702 Webster Rd, New Haven, IN 46774, USA",New Haven,IN,46774,Allen County,41.0746003,-84.9235981,OPERATIONAL,4.6,45,(260) 209-4270,http://jeffersontownshippark.com/
Heritage Hills Pointe East Mobile Home Park,rv_park,"4833 Salem Dr, Newburgh, IN 47630, USA",Newburgh,IN,47630,Warrick County,37.9620644,-87.3764599,OPERATIONAL,2.8,22,(812) 202-5463,
Heritage Hills Pointe West Mobile Home Park,rv_park,"7419 IN-66, Newburgh, IN 47630, USA",Newburgh,IN,47630,Warrick County,37.9643213,-87.3786558,OPERATIONAL,4.2,5,(812) 202-5463,https://yougotithomes.com/community/heritage-hills-pointe-west/
Knob Hill Place,rv_park,"1000 IN-662, Newburgh, IN 47630, USA",Newburgh,IN,47630,Warrick County,37.9518204,-87.4173115,OPERATIONAL,4.3,40,(812) 853-3138,http://knob-hill-place.jany.io/
Backstage Campground,campground,"15017 Prairie Baptist Rd, Noblesville, IN 46060, USA",Noblesville,IN,46060,Hamilton County,40.0084549,-85.9021724,OPERATIONAL,4.5,24,(317) 258-3759,http://www.backstagecamp.net/
Koteewi Run Seasonal Slopes,campground,"11800 Koteewi Dr, Noblesville, IN 46060, USA",Noblesville,IN,46060,Hamilton County,40.1180626,-85.9636918,OPERATIONAL,4.4,282,(317) 776-9199,https://www.koteewi-adventures.com/
Mud Creek Campgrounds,campground,"15420 E 146th St, Noblesville, IN 46060, USA",Noblesville,IN,46060,Hamilton County,40.0027219,-85.8893185,OPERATIONAL,4.7,42,(317) 420-1090,https://www.mudcreekcampgrounds.com/
Sleepybear Campground,campground,"13231 E 146th St, Noblesville, IN 46060, USA",Noblesville,IN,46060,Hamilton County,40.0007171,-85.9297958,OPERATIONAL,4.6,326,(317) 691-2339,http://sleepybearcampground.com/
Suburban Estates Mobile Home,rv_park,"3288 Cicero Rd #25, Noblesville, IN 46060, USA",Noblesville,IN,46060,Hamilton County,40.0918552,-86.0118384,OPERATIONAL,3.6,39,(317) 431-3390,
Tall Timbers Mobile Home Park,rv_park,"15042 IN-32 E Lot # Office, Noblesville, IN 46060, USA",Noblesville,IN,46060,Hamilton County,40.0590580,-85.8981047,OPERATIONAL,3.0,34,(317) 969-8009,
Westbrook Village Mobile Home,rv_park,"17301 River Rd #164, Noblesville, IN 46062, USA",Noblesville,IN,46062,Hamilton County,40.0383743,-86.0313430,OPERATIONAL,4.3,135,(317) 773-7003,
Potato Creek State Park Campground,campground,"North Liberty, IN 46554, USA",North Liberty,IN,46554,St. Joseph County,41.5577081,-86.3606923,OPERATIONAL,4.7,89,(574) 656-8186,https://www.in.gov/dnr/state-parks/rates-and-fees/camping-fees/
Art's Country Park,campground,"4071 E 1000 N, North Manchester, IN 46962, USA",North Manchester,IN,46962,Wabash County,40.9727188,-85.7198427,OPERATIONAL,4.6,63,(260) 982-4790,http://www.artscountrypark.com/
Long Lake Resort,rv_park,"11082 N 200 W #2600, North Manchester, IN 46962, USA",North Manchester,IN,46962,Wabash County,40.9864660,-85.8377860,OPERATIONAL,4.8,113,(765) 404-2556,http://camplonglakeresort.com/
Brookside Estates,rv_park,"10 Sandy Brook Dr, North Vernon, IN 47265, USA",North Vernon,IN,47265,Jennings County,39.0131416,-85.6457977,OPERATIONAL,3.6,52,(812) 346-3573,http://parkbridgehomes.com/communities/brookside-estates-mhp/
Deer Creek Campground,campground,"505 Private Rd 250 N, North Vernon, IN 47265, USA",North Vernon,IN,47265,Jennings County,39.0222550,-85.6020942,OPERATIONAL,4.5,40,(812) 346-6910,
Camp Crosley YMCA (Main Camp),campground,"165 EMS T2 Ln, North Webster, IN 46555, USA",North Webster,IN,46555,Kosciusko County,41.3177824,-85.7222654,OPERATIONAL,4.6,152,(574) 834-2331,http://campcrosley.org/
Ponderosa Campground,campground,"9500 E Ponderosa Dr, North Webster, IN 46555, USA",North Webster,IN,46555,Kosciusko County,41.3081735,-85.6619717,OPERATIONAL,4.0,16,(574) 549-5147,
Webster Estates Mobile Home Community,rv_park,"312 Crystal Flash Rd, North Webster, IN 46555, USA",North Webster,IN,46555,Kosciusko County,41.3316248,-85.6999600,OPERATIONAL,5.0,1,(574) 834-2299,http://websterest.twa.rentmanager.com/applynow
New Lake Campground,,"2205 S 1350 E, Oakland City, IN 47660, USA",Oakland City,IN,47660,Gibson County,38.3233947,-87.3201980,OPERATIONAL,4.5,111,(812) 568-1390,
New Vision RV Park,rv_park,"13552 US-41, Oaktown, IN 47561, USA",Oaktown,IN,47561,Knox County,38.8741141,-87.4349220,OPERATIONAL,4.2,91,(812) 745-2125,http://www.newvisionrvpark.com/
Manapogo RV Campground,campground,"5495 W 760 N, Orland, IN 46776, USA",Orland,IN,46776,Steuben County,41.7514150,-85.0977710,OPERATIONAL,4.5,248,(260) 833-3902,http://www.manapogo.com/
Cobus Green,rv_park,"54152 Ash Rd, Osceola, IN 46561, USA",Osceola,IN,46561,Elkhart County,41.7079209,-86.0614997,OPERATIONAL,3.3,507,(574) 674-0727,https://www.suncommunities.com/indiana/cobus-green?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing
Silo Farms Manufactured Home Community,rv_park,"11080 IN-1, Ossian, IN 46777, USA",Ossian,IN,46777,Wells County,40.9033801,-85.1692599,OPERATIONAL,3.6,132,(260) 622-7281,https://www.bayshorehomesales.com/communities/silofarms?utm_campaign=WebsiteURL&utm_medium=organic&utm_source=GMB
